producttype_ID,iscanvas_ID,industry_ID,crtsize_ID,origindesturlhash_ID,corporationgrouplabelid_ID,checktype_ID
0.0,1.0,5.0,4.0,236.0,54.0,0.0
2.0,0.0,179.0,0.0,482.0,0.0,0.0
0.0,1.0,5.0,4.0,236.0,54.0,0.0
2.0,0.0,150.0,2.0,482.0,0.0,0.0
0.0,1.0,5.0,4.0,236.0,54.0,0.0
2.0,1.0,10.0,4.0,236.0,342.0,0.0
0.0,1.0,5.0,4.0,236.0,54.0,0.0
7.0,1.0,20.0,1.0,236.0,0.0,0.0
0.0,1.0,5.0,4.0,236.0,54.0,0.0
0.0,1.0,2.0,8.0,236.0,54.0,0.0
0.0,1.0,5.0,4.0,236.0,54.0,0.0
2.0,1.0,17.0,4.0,482.0,0.0,0.0
0.0,1.0,5.0,4.0,236.0,54.0,0.0
2.0,1.0,28.0,8.0,482.0,435.0,0.0
0.0,1.0,5.0,4.0,236.0,54.0,0.0
8.0,0.0,121.0,4.0,-1.0,93.0,0.0
0.0,1.0,5.0,4.0,236.0,54.0,0.0
6.0,0.0,162.0,0.0,2.0,0.0,0.0
0.0,1.0,5.0,4.0,236.0,54.0,0.0
7.0,0.0,89.0,2.0,779.0,561.0,0.0
2.0,0.0,89.0,2.0,482.0,0.0,0.0
